Date,Treatment,Cashcrop,Rep,Ccspecies,CO2,N2O,Tsoil,SoilM,Tmax,Tmin,Tair,PPTwk,Irr,Cinput
3/15/2019,GBL,corn,4,Mix,1.0,-56.2,10.6,22.0,7.2,-6.1,0.6,1.9,0.0,2.2
3/21/2019,GBL,corn,1,Mix,13.7,-54.9,11.6,22.1,15.6,1.1,8.3,0.7,0.0,2.5
3/21/2019,GBL,corn,2,Mix,109.4,-21.9,12.8,27.6,15.6,1.1,8.3,0.7,0.0,2.5
3/21/2019,GBL,corn,3,Mix,93.7,-3.8,13.0,27.5,15.6,1.1,8.3,0.7,0.0,2.3
3/21/2019,GBL,corn,4,Mix,3.9,-3.8,13.0,32.4,15.6,1.1,8.3,0.7,0.0,2.2
3/28/2019,GBL,corn,1,Mix,71.9,24.3,16.0,8.4,27.2,6.7,16.9,0.1,0.0,2.5
3/28/2019,GBL,corn,2,Mix,87.8,-3.0,16.0,10.6,27.2,6.7,16.9,0.1,0.0,2.5
3/28/2019,GBL,corn,3,Mix,200.0,0.8,17.0,8.7,27.2,6.7,16.9,0.1,0.0,2.3
3/28/2019,GBL,corn,4,Mix,60.4,-29.3,17.9,13.1,27.2,6.7,16.9,0.1,0.0,2.2
4/4/2019,GBL,corn,1,Mix,64.2,-14.8,18.0,6.7,23.3,3.3,13.3,0.0,0.0,2.5
4/4/2019,GBL,corn,2,Mix,29.6,-58.8,18.8,7.1,23.3,3.3,13.3,0.0,0.0,2.5
4/4/2019,GBL,corn,3,Mix,172.6,20.5,18.6,1.7,23.3,3.3,13.3,0.0,0.0,2.3
4/4/2019,GBL,corn,4,Mix,82.7,-23.5,20.5,7.9,23.3,3.3,13.3,0.0,0.0,2.2
4/15/2019,GBL,corn,1,Mix,65.8,-25.2,18.0,9.4,24.4,-1.7,11.4,0.2,0.0,2.5
4/15/2019,GBL,corn,2,Mix,1.9,32.5,18.4,7.4,24.4,-1.7,11.4,0.2,0.0,2.5
4/15/2019,GBL,corn,3,Mix,119.6,-50.2,19.1,5.9,24.4,-1.7,11.4,0.2,0.0,2.3
4/15/2019,GBL,corn,4,Mix,56.9,4.7,20.3,11.0,24.4,-1.7,11.4,0.2,0.0,2.2
5/1/2019,GBL,corn,1,Mix,140.6,-4.4,18.8,18.9,23.9,7.2,15.6,1.0,0.0,2.5
5/1/2019,GBL,corn,2,Mix,134.0,160.3,17.0,15.7,23.9,7.2,15.6,1.0,0.0,2.5
5/1/2019,GBL,corn,3,Mix,160.1,-21.2,17.3,22.5,23.9,7.2,15.6,1.0,0.0,2.3
5/1/2019,GBL,corn,4,Mix,102.9,-2.9,19.3,11.9,23.9,7.2,15.6,1.0,0.0,2.2
5/8/2019,GBL,corn,1,Mix,87.8,31.6,20.3,14.8,31.7,8.9,20.3,0.7,0.0,2.5
5/8/2019,GBL,corn,2,Mix,121.6,-7.3,19.1,10.9,31.7,8.9,20.3,0.7,0.0,2.5
5/8/2019,GBL,corn,3,Mix,159.9,57.1,19.1,12.4,31.7,8.9,20.3,0.7,0.0,2.3
5/8/2019,GBL,corn,4,Mix,99.7,8.0,20.9,9.7,31.7,8.9,20.3,0.7,0.0,2.2
5/15/2019,GBL,corn,1,Mix,130.3,41.5,24.9,16.9,28.9,8.9,18.9,1.2,0.0,2.5
5/15/2019,GBL,corn,2,Mix,124.5,39.7,26.2,12.4,28.9,8.9,18.9,1.2,0.0,2.5
5/15/2019,GBL,corn,3,Mix,142.9,219.5,26.7,12.2,28.9,8.9,18.9,1.2,0.0,2.3
5/15/2019,GBL,corn,4,Mix,98.5,71.9,27.5,11.7,28.9,8.9,18.9,1.2,0.0,2.2
5/24/2019,GBL,corn,1,Mix,8.6,2.9,27.8,16.9,27.8,7.8,17.8,0.0,2.5,2.5
5/24/2019,GBL,corn,2,Mix,13.6,-36.1,29.8,15.0,27.8,7.8,17.8,0.0,2.5,2.5
5/24/2019,GBL,corn,3,Mix,11.1,0.7,33.4,19.1,27.8,7.8,17.8,0.0,2.5,2.3
5/24/2019,GBL,corn,4,Mix,11.9,-75.8,33.4,19.4,27.8,7.8,17.8,0.0,2.5,2.2
5/30/2019,GBL,corn,1,Mix,3.5,-79.4,21.1,33.2,22.8,7.2,15.0,1.5,0.0,2.5
5/30/2019,GBL,corn,2,Mix,20.6,8.7,21.7,16.6,22.8,7.2,15.0,1.5,0.0,2.5
5/30/2019,GBL,corn,3,Mix,7.8,-54.8,23.3,17.5,22.8,7.2,15.0,1.5,0.0,2.3
5/30/2019,GBL,corn,4,Mix,7.1,-22.5,23.7,18.4,22.8,7.2,15.0,1.5,0.0,2.2
6/7/2019,GBL,corn,1,Mix,7.7,61.9,24.4,34.5,26.7,14.4,20.6,4.0,0.0,2.5
6/7/2019,GBL,corn,2,Mix,44.9,-10.8,23.7,30.1,26.7,14.4,20.6,4.0,0.0,2.5
6/7/2019,GBL,corn,3,Mix,35.8,21.6,24.7,26.2,26.7,14.4,20.6,4.0,0.0,2.3
6/7/2019,GBL,corn,4,Mix,14.0,9.9,24.9,34.6,26.7,14.4,20.6,4.0,0.0,2.2
6/21/2019,GBL,corn,1,Mix,7.1,-20.8,28.0,20.3,37.8,13.3,25.6,0.7,0.0,2.5
6/21/2019,GBL,corn,2,Mix,102.0,15.2,30.1,17.3,37.8,13.3,25.6,0.7,0.0,2.5
6/21/2019,GBL,corn,3,Mix,59.1,-5.8,31.1,21.4,37.8,13.3,25.6,0.7,0.0,2.3
6/21/2019,GBL,corn,4,Mix,46.0,60.4,30.7,20.6,37.8,13.3,25.6,0.7,0.0,2.2
6/27/2019,GBL,corn,1,Mix,64.6,-10.8,26.9,18.9,36.1,19.4,27.8,0.2,0.0,2.5
6/27/2019,GBL,corn,2,Mix,106.7,-0.7,28.6,14.0,36.1,19.4,27.8,0.2,0.0,2.5
6/27/2019,GBL,corn,3,Mix,136.3,12.8,30.4,21.9,36.1,19.4,27.8,0.2,0.0,2.3
6/27/2019,GBL,corn,4,Mix,178.7,63.7,30.7,11.5,36.1,19.4,27.8,0.2,0.0,2.2
7/5/2019,GBL,corn,1,Mix,158.8,-14.6,32.4,15.4,37.8,17.8,27.8,0.2,5.0,2.5
7/5/2019,GBL,corn,2,Mix,190.9,-46.1,36.1,6.8,37.8,17.8,27.8,0.2,5.0,2.5
7/5/2019,GBL,corn,3,Mix,314.7,-3.5,39.1,10.6,37.8,17.8,27.8,0.2,5.0,2.3
7/5/2019,GBL,corn,4,Mix,212.8,-67.5,40.6,9.8,37.8,17.8,27.8,0.2,5.0,2.2
7/11/2019,GBL,corn,1,Mix,54.6,1.5,26.4,20.6,35.6,18.9,27.2,7.3,2.6,2.5
7/11/2019,GBL,corn,2,Mix,144.7,-16.7,26.2,13.2,35.6,18.9,27.2,7.3,2.6,2.5
7/11/2019,GBL,corn,3,Mix,230.5,18.9,26.4,17.0,35.6,18.9,27.2,7.3,2.6,2.3
7/11/2019,GBL,corn,4,Mix,163.6,-39.8,27.2,17.3,35.6,18.9,27.2,7.3,2.6,2.2
7/19/2019,GBL,corn,1,Mix,206.1,3.6,26.8,14.9,38.3,20.6,29.4,0.0,3.6,2.5
7/19/2019,GBL,corn,2,Mix,373.8,18.8,36.5,16.5,38.3,20.6,29.4,0.0,3.6,2.5
7/19/2019,GBL,corn,3,Mix,381.2,21.0,27.2,13.8,38.3,20.6,29.4,0.0,3.6,2.3
7/19/2019,GBL,corn,4,Mix,327.2,-31.0,27.8,14.7,38.3,20.6,29.4,0.0,3.6,2.2
7/26/2019,GBL,corn,1,Mix,39.3,48.1,22.8,37.7,34.4,18.3,26.4,0.2,3.6,2.5
7/26/2019,GBL,corn,2,Mix,241.5,29.6,22.8,22.7,34.4,18.3,26.4,0.2,3.6,2.5
7/26/2019,GBL,corn,3,Mix,337.0,45.8,23.3,19.7,34.4,18.3,26.4,0.2,3.6,2.3
7/26/2019,GBL,corn,4,Mix,201.0,3.0,23.7,17.1,34.4,18.3,26.4,0.2,3.6,2.2
8/1/2019,GBL,corn,1,Mix,54.3,53.9,25.1,39.8,34.4,17.2,25.8,5.2,0.2,2.5
8/1/2019,GBL,corn,2,Mix,170.6,62.1,24.4,27.4,34.4,17.2,25.8,5.2,0.2,2.5
8/1/2019,GBL,corn,3,Mix,61.5,-11.0,24.4,27.2,34.4,17.2,25.8,5.2,0.2,2.3
8/1/2019,GBL,corn,4,Mix,151.8,32.9,25.1,29.5,34.4,17.2,25.8,5.2,0.2,2.2
8/7/2019,GBL,corn,1,Mix,40.8,-9.5,20.0,47.5,36.1,19.4,27.8,0.5,3.6,2.5
8/7/2019,GBL,corn,2,Mix,196.1,17.6,21.0,24.6,36.1,19.4,27.8,0.5,3.6,2.5
8/7/2019,GBL,corn,3,Mix,121.5,-50.7,20.0,47.4,36.1,19.4,27.8,0.5,3.6,2.3
8/7/2019,GBL,corn,4,Mix,107.0,-11.7,21.0,37.5,36.1,19.4,27.8,0.5,3.6,2.2
8/29/2019,GBL,corn,1,Mix,395.0,5.1,26.7,31.2,31.7,17.8,24.7,1.8,0.0,2.5
8/29/2019,GBL,corn,2,Mix,284.2,-32.0,26.4,17.1,31.7,17.8,24.7,1.8,0.0,2.5
8/29/2019,GBL,corn,3,Mix,330.1,43.6,26.7,15.5,31.7,17.8,24.7,1.8,0.0,2.3
8/29/2019,GBL,corn,4,Mix,396.4,14.5,27.5,17.3,31.7,17.8,24.7,1.8,0.0,2.2
9/5/2019,GBL,corn,1,Mix,311.5,20.7,23.0,25.8,32.8,13.9,23.3,0.2,3.6,2.5
9/5/2019,GBL,corn,2,Mix,150.0,31.0,22.6,16.8,32.8,13.9,23.3,0.2,3.6,2.5
9/5/2019,GBL,corn,3,Mix,255.3,71.5,22.8,11.1,32.8,13.9,23.3,0.2,3.6,2.3
9/5/2019,GBL,corn,4,Mix,258.1,37.6,23.3,8.8,32.8,13.9,23.3,0.2,3.6,2.2
11/1/2019,GBL,corn,1,Mix,6.7,-87.8,15.0,15.6,12.8,-11.1,0.8,0.0,0.0,2.5
11/1/2019,GBL,corn,2,Mix,7.9,-91.1,15.5,10.5,12.8,-11.1,0.8,0.0,0.0,2.5
11/1/2019,GBL,corn,3,Mix,4.1,-34.6,16.7,7.4,12.8,-11.1,0.8,0.0,0.0,2.3
11/1/2019,GBL,corn,4,Mix,4.7,-50.6,17.5,16.1,12.8,-11.1,0.8,0.0,0.0,2.2
12/6/2019,GBL,corn,1,Mix,3.3,81.2,11.0,25.1,17.2,-6.1,5.6,0.0,0.0,2.5
12/6/2019,GBL,corn,2,Mix,4.6,65.9,9.1,21.0,17.2,-6.1,5.6,0.0,0.0,2.5
12/6/2019,GBL,corn,3,Mix,6.2,66.6,9.2,19.9,17.2,-6.1,5.6,0.0,0.0,2.3
12/6/2019,GBL,corn,4,Mix,3.9,28.1,9.5,22.8,17.2,-6.1,5.6,0.0,0.0,2.2
1/8/2020,GBL,corn,1,Mix,2.6,31.5,13.3,21.2,15.0,-5.6,4.7,0.0,0.0,2.5
1/8/2020,GBL,corn,2,Mix,2.9,72.5,13.3,16.4,15.0,-5.6,4.7,0.0,0.0,2.5
1/8/2020,GBL,corn,3,Mix,12.6,54.1,13.0,17.9,15.0,-5.6,4.7,0.0,0.0,2.3
1/8/2020,GBL,corn,4,Mix,5.1,42.5,12.4,19.6,15.0,-5.6,4.7,0.0,0.0,2.2
2/17/2020,GBL,corn,1,Mix,6.3,2.9,23.3,29.3,19.4,3.3,11.4,0.8,0.0,2.5
2/17/2020,GBL,corn,2,Mix,23.9,-55.8,22.6,31.4,19.4,3.3,11.4,0.8,0.0,2.5
2/17/2020,GBL,corn,3,Mix,5.4,-62.1,20.1,21.0,19.4,3.3,11.4,0.8,0.0,2.3
2/17/2020,GBL,corn,4,Mix,6.3,23.5,20.7,24.2,19.4,3.3,11.4,0.8,0.0,2.2
3/7/2020,GBL,corn,1,Mix,8.0,29.2,18.6,10.7,16.7,-0.6,8.1,0.0,0.0,2.5
3/7/2020,GBL,corn,2,Mix,13.0,52.4,18.8,12.0,16.7,-0.6,8.1,0.0,0.0,2.5
3/7/2020,GBL,corn,3,Mix,7.6,17.1,19.5,9.9,16.7,-0.6,8.1,0.0,0.0,2.3
3/7/2020,GBL,corn,4,Mix,28.5,-30.7,20.5,10.9,16.7,-0.6,8.1,0.0,0.0,2.2
3/23/2020,GBL,corn,1,Mix,15.5,-19.2,13.0,27.8,18.9,5.0,11.9,1.5,0.0,2.5
3/23/2020,GBL,corn,2,Mix,25.8,-60.1,11.9,24.4,18.9,5.0,11.9,1.5,0.0,2.5
3/23/2020,GBL,corn,3,Mix,13.6,-58.7,11.1,21.4,18.9,5.0,11.9,1.5,0.0,2.3
3/23/2020,GBL,corn,4,Mix,10.5,20.8,11.3,24.5,18.9,5.0,11.9,1.5,0.0,2.2
4/2/2020,GBL,corn,1,Mix,383.6,-102.2,10.6,7.3,26.1,7.2,16.7,0.0,0.0,2.5
4/2/2020,GBL,corn,2,Mix,168.4,-25.0,10.6,2.5,26.1,7.2,16.7,0.0,0.0,2.5
4/2/2020,GBL,corn,3,Mix,175.8,-5.5,10.6,7.5,26.1,7.2,16.7,0.0,0.0,2.3
4/2/2020,GBL,corn,4,Mix,311.8,-105.3,10.6,7.8,26.1,7.2,16.7,0.0,0.0,2.2
4/7/2020,GBL,corn,1,Mix,198.1,-46.6,15.0,6.0,25.0,5.6,15.3,0.0,0.0,2.5
4/7/2020,GBL,corn,2,Mix,163.4,-20.2,15.0,2.0,25.0,5.6,15.3,0.0,0.0,2.5
4/7/2020,GBL,corn,3,Mix,118.2,30.3,15.0,6.5,25.0,5.6,15.3,0.0,0.0,2.3
4/7/2020,GBL,corn,4,Mix,163.4,35.7,15.0,4.7,25.0,5.6,15.3,0.0,0.0,2.2
4/17/2020,GBL,corn,1,Mix,262.7,-0.8,7.4,10.1,23.9,-3.9,10.0,1.1,0.0,2.5
4/17/2020,GBL,corn,2,Mix,270.6,-8.1,7.4,3.7,23.9,-3.9,10.0,1.1,0.0,2.5
4/17/2020,GBL,corn,3,Mix,45.5,24.3,7.4,8.0,23.9,-3.9,10.0,1.1,0.0,2.3
4/17/2020,GBL,corn,4,Mix,96.1,-13.0,7.2,6.9,23.9,-3.9,10.0,1.1,0.0,2.2
4/22/2020,GBL,corn,1,Mix,398.8,-49.8,14.2,6.4,25.0,7.8,16.4,0.0,0.0,2.5
4/22/2020,GBL,corn,2,Mix,223.1,-43.6,14.2,1.5,25.0,7.8,16.4,0.0,0.0,2.5
4/22/2020,GBL,corn,3,Mix,136.0,10.9,14.2,6.1,25.0,7.8,16.4,0.0,0.0,2.3
4/22/2020,GBL,corn,4,Mix,224.7,21.8,14.2,4.5,25.0,7.8,16.4,0.0,0.0,2.2
4/30/2020,GBL,corn,1,Mix,177.3,-53.8,16.8,5.0,23.3,7.2,15.3,0.0,0.0,2.5
4/30/2020,GBL,corn,2,Mix,123.4,17.4,16.8,4.5,23.3,7.2,15.3,0.0,0.0,2.5
4/30/2020,GBL,corn,3,Mix,119.5,28.0,16.8,6.1,23.3,7.2,15.3,0.0,0.0,2.3
4/30/2020,GBL,corn,4,Mix,131.2,19.7,17.0,2.4,23.3,7.2,15.3,0.0,0.0,2.2
5/7/2020,GBL,corn,1,Mix,242.3,30.8,19.3,3.1,26.7,10.6,18.6,0.0,0.0,2.5
5/7/2020,GBL,corn,2,Mix,87.0,30.8,19.3,3.3,26.7,10.6,18.6,0.0,0.0,2.5
5/7/2020,GBL,corn,3,Mix,139.1,-20.8,19.3,5.2,26.7,10.6,18.6,0.0,0.0,2.3
5/7/2020,GBL,corn,4,Mix,188.2,37.7,19.5,1.6,26.7,10.6,18.6,0.0,0.0,2.2
5/14/2020,GBL,corn,1,Mix,210.0,26.5,18.3,2.0,30.0,6.7,18.3,0.1,0.0,2.5
5/14/2020,GBL,corn,2,Mix,94.0,-25.7,18.3,2.2,30.0,6.7,18.3,0.1,0.0,2.5
5/14/2020,GBL,corn,3,Mix,148.1,13.6,18.3,4.1,30.0,6.7,18.3,0.1,0.0,2.3
5/14/2020,GBL,corn,4,Mix,103.7,-12.1,18.7,6.0,30.0,6.7,18.3,0.1,0.0,2.2
5/25/2020,GBL,corn,1,Mix,5.7,-3.1,22.3,20.6,30.6,10.0,20.3,0.0,5.0,2.5
5/25/2020,GBL,corn,2,Mix,5.7,3.9,22.3,14.9,30.6,10.0,20.3,0.0,5.0,2.5
5/25/2020,GBL,corn,3,Mix,7.7,1.6,22.3,11.7,30.6,10.0,20.3,0.0,5.0,2.3
5/25/2020,GBL,corn,4,Mix,11.4,-19.5,22.6,13.1,30.6,10.0,20.3,0.0,5.0,2.2
6/1/2020,GBL,corn,1,Mix,4.9,-6.8,11.0,22.5,30.6,11.7,21.1,0.0,2.5,2.5
6/1/2020,GBL,corn,2,Mix,5.5,-19.7,12.0,19.9,30.6,11.7,21.1,0.0,2.5,2.5
6/1/2020,GBL,corn,3,Mix,4.5,-47.0,15.0,15.2,30.6,11.7,21.1,0.0,2.5,2.3
6/1/2020,GBL,corn,4,Mix,9.4,-13.6,16.0,14.0,30.6,11.7,21.1,0.0,2.5,2.2
6/4/2020,GBL,corn,1,Mix,4.8,23.0,6.0,20.6,33.3,16.7,25.0,0.0,0.0,2.5
6/4/2020,GBL,corn,2,Mix,5.1,-4.4,9.0,18.8,33.3,16.7,25.0,0.0,0.0,2.5
6/4/2020,GBL,corn,3,Mix,3.5,3.7,8.0,13.4,33.3,16.7,25.0,0.0,0.0,2.3
6/4/2020,GBL,corn,4,Mix,10.5,32.6,9.0,14.1,33.3,16.7,25.0,0.0,0.0,2.2
6/10/2020,GBL,corn,1,Mix,2.3,34.4,29.0,20.2,25.6,12.8,19.2,0.0,2.5,2.5
6/10/2020,GBL,corn,2,Mix,2.6,61.2,29.0,18.8,25.6,12.8,19.2,0.0,2.5,2.5
6/10/2020,GBL,corn,3,Mix,3.3,30.6,30.0,14.3,25.6,12.8,19.2,0.0,2.5,2.3
6/10/2020,GBL,corn,4,Mix,8.2,66.5,30.0,11.9,25.6,12.8,19.2,0.0,2.5,2.2
6/18/2020,GBL,corn,1,Mix,7.7,-1.5,23.0,17.6,36.7,16.7,26.7,0.0,2.5,2.5
6/18/2020,GBL,corn,2,Mix,9.7,28.6,25.0,17.7,36.7,16.7,26.7,0.0,2.5,2.5
6/18/2020,GBL,corn,3,Mix,8.4,-27.9,26.0,13.1,36.7,16.7,26.7,0.0,2.5,2.3
6/18/2020,GBL,corn,4,Mix,11.0,-21.1,27.0,15.9,36.7,16.7,26.7,0.0,2.5,2.2
6/25/2020,GBL,corn,1,Mix,14.2,-53.9,26.9,26.6,31.1,17.2,24.2,2.8,0.0,2.5
6/25/2020,GBL,corn,2,Mix,20.5,-68.6,27.8,27.3,31.1,17.2,24.2,2.8,0.0,2.5
6/25/2020,GBL,corn,3,Mix,12.2,-61.3,27.8,31.4,31.1,17.2,24.2,2.8,0.0,2.3
6/25/2020,GBL,corn,4,Mix,24.4,-22.8,28.6,32.2,31.1,17.2,24.2,2.8,0.0,2.2
7/2/2020,GBL,corn,1,Mix,21.2,88.7,25.9,32.3,35.0,20.0,27.5,0.4,0.0,2.5
7/2/2020,GBL,corn,2,Mix,22.2,90.7,26.7,31.5,35.0,20.0,27.5,0.4,0.0,2.5
7/2/2020,GBL,corn,3,Mix,175.6,46.6,28.3,22.4,35.0,20.0,27.5,0.4,0.0,2.3
7/2/2020,GBL,corn,4,Mix,58.6,72.6,29.5,33.2,35.0,20.0,27.5,0.4,0.0,2.2
7/9/2020,GBL,corn,1,Mix,89.6,82.9,31.4,31.0,36.7,20.6,28.6,4.4,3.6,2.5
7/9/2020,GBL,corn,2,Mix,313.4,89.3,31.4,30.4,36.7,20.6,28.6,4.4,3.6,2.5
7/9/2020,GBL,corn,3,Mix,188.0,83.5,30.7,25.3,36.7,20.6,28.6,4.4,3.6,2.3
7/9/2020,GBL,corn,4,Mix,200.0,12.0,32.1,25.3,36.7,20.6,28.6,4.4,3.6,2.2
7/17/2020,GBL,corn,1,Mix,123.2,25.7,30.1,29.1,35.0,16.7,25.8,0.4,3.8,2.5
7/17/2020,GBL,corn,2,Mix,83.4,33.5,29.5,26.2,35.0,16.7,25.8,0.4,3.8,2.5
7/17/2020,GBL,corn,3,Mix,153.8,17.8,29.5,24.5,35.0,16.7,25.8,0.4,3.8,2.3
7/17/2020,GBL,corn,4,Mix,123.3,0.0,30.1,27.4,35.0,16.7,25.8,0.4,3.8,2.2
7/24/2020,GBL,corn,1,Mix,254.4,28.0,26.7,39.6,30.0,19.4,24.7,7.1,3.8,2.5
7/24/2020,GBL,corn,2,Mix,18.6,46.2,26.0,40.2,30.0,19.4,24.7,7.1,3.8,2.5
7/24/2020,GBL,corn,3,Mix,78.9,77.3,26.2,40.3,30.0,19.4,24.7,7.1,3.8,2.3
7/24/2020,GBL,corn,4,Mix,98.5,14.4,26.4,43.0,30.0,19.4,24.7,7.1,3.8,2.2
7/30/2020,GBL,corn,1,Mix,773.1,-11.6,26.4,25.7,33.3,20.0,26.7,1.1,4.3,2.5
7/30/2020,GBL,corn,2,Mix,359.2,-21.1,26.2,30.7,33.3,20.0,26.7,1.1,4.3,2.5
7/30/2020,GBL,corn,3,Mix,409.0,20.3,27.2,18.3,33.3,20.0,26.7,1.1,4.3,2.3
7/30/2020,GBL,corn,4,Mix,807.7,-36.2,28.3,19.1,33.3,20.0,26.7,1.1,4.3,2.2
8/6/2020,GBL,corn,1,Mix,733.7,-33.3,28.6,15.6,32.8,18.9,25.8,0.5,8.6,2.5
8/6/2020,GBL,corn,2,Mix,357.3,-37.0,27.8,12.8,32.8,18.9,25.8,0.5,8.6,2.5
8/6/2020,GBL,corn,3,Mix,391.4,-37.0,27.8,15.5,32.8,18.9,25.8,0.5,8.6,2.3
8/6/2020,GBL,corn,4,Mix,611.1,-41.2,28.9,15.6,32.8,18.9,25.8,0.5,8.6,2.2
8/20/2020,GBL,corn,1,Mix,175.9,13.8,23.3,48.4,36.1,16.1,26.1,0.0,4.3,2.5
8/20/2020,GBL,corn,2,Mix,21.4,29.7,23.9,49.0,36.1,16.1,26.1,0.0,4.3,2.5
8/20/2020,GBL,corn,3,Mix,41.9,55.1,24.4,46.9,36.1,16.1,26.1,0.0,4.3,2.3
8/20/2020,GBL,corn,4,Mix,28.9,50.7,24.7,45.5,36.1,16.1,26.1,0.0,4.3,2.2
8/27/2020,GBL,corn,1,Mix,20.2,32.6,24.4,34.1,33.3,15.6,24.4,0.6,3.8,2.5
8/27/2020,GBL,corn,2,Mix,23.9,50.0,25.6,32.2,33.3,15.6,24.4,0.6,3.8,2.5
8/27/2020,GBL,corn,3,Mix,99.8,5.8,25.6,33.5,33.3,15.6,24.4,0.6,3.8,2.3
8/27/2020,GBL,corn,4,Mix,116.8,9.4,25.9,35.3,33.3,15.6,24.4,0.6,3.8,2.2
9/3/2020,GBL,corn,1,Mix,71.7,47.3,22.6,42.0,30.6,13.3,21.9,0.1,3.8,2.5
9/3/2020,GBL,corn,2,Mix,23.6,-12.3,23.3,44.2,30.6,13.3,21.9,0.1,3.8,2.5
9/3/2020,GBL,corn,3,Mix,20.5,27.6,23.5,44.9,30.6,13.3,21.9,0.1,3.8,2.3
9/3/2020,GBL,corn,4,Mix,39.2,48.9,24.4,40.4,30.6,13.3,21.9,0.1,3.8,2.2
11/20/2018,GL,corn,1,Grass_Legume,2.0,-79.9,8.3,20.2,11.7,-5.6,3.1,0.0,0.0,2.3
11/20/2018,GL,corn,2,Grass_Legume,13.3,-40.2,8.4,24.7,11.7,-5.6,3.1,0.0,0.0,2.1
11/20/2018,GL,corn,3,Grass_Legume,4.9,-70.3,11.2,20.5,11.7,-5.6,3.1,0.0,0.0,2.1
11/20/2018,GL,corn,4,Grass_Legume,22.6,-90.4,11.2,13.0,11.7,-5.6,3.1,0.0,0.0,2.2
12/5/2018,GL,corn,1,Grass_Legume,2.3,-88.7,10.1,12.3,7.2,-6.1,0.6,0.0,0.0,2.3
12/5/2018,GL,corn,2,Grass_Legume,9.5,-70.1,11.3,10.5,7.2,-6.1,0.6,0.0,0.0,2.1
12/5/2018,GL,corn,3,Grass_Legume,4.9,-90.5,13.8,5.9,7.2,-6.1,0.6,0.0,0.0,2.1
12/5/2018,GL,corn,4,Grass_Legume,10.6,-42.9,14.0,12.0,7.2,-6.1,0.6,0.0,0.0,2.2
1/9/2019,GL,corn,1,Grass_Legume,10.3,-57.2,6.7,20.8,8.9,-5.6,1.7,0.0,0.0,2.3
1/9/2019,GL,corn,2,Grass_Legume,17.2,-55.6,6.6,17.3,8.9,-5.6,1.7,0.0,0.0,2.1
1/9/2019,GL,corn,3,Grass_Legume,15.6,-103.4,8.6,4.0,8.9,-5.6,1.7,0.0,0.0,2.1
1/9/2019,GL,corn,4,Grass_Legume,9.8,-18.3,9.0,9.0,8.9,-5.6,1.7,0.0,0.0,2.2
2/26/2019,GL,corn,1,Grass_Legume,37.6,-41.3,15.8,6.1,19.4,-2.2,8.6,0.5,0.0,2.3
2/26/2019,GL,corn,2,Grass_Legume,4.1,-47.6,16.2,10.4,19.4,-2.2,8.6,0.5,0.0,2.1
2/26/2019,GL,corn,3,Grass_Legume,30.3,-14.1,19.9,7.3,19.4,-2.2,8.6,0.5,0.0,2.1
2/26/2019,GL,corn,4,Grass_Legume,21.7,-4.4,20.3,10.0,19.4,-2.2,8.6,0.5,0.0,2.2
3/15/2019,GL,corn,1,Grass_Legume,4.6,-70.5,6.2,24.1,7.2,-6.1,0.6,1.9,0.0,2.3
3/15/2019,GL,corn,2,Grass_Legume,9.7,-71.5,8.1,16.6,7.2,-6.1,0.6,1.9,0.0,2.1
3/15/2019,GL,corn,3,Grass_Legume,18.5,-4.5,11.5,23.3,7.2,-6.1,0.6,1.9,0.0,2.1
3/15/2019,GL,corn,4,Grass_Legume,19.5,-101.6,12.0,22.7,7.2,-6.1,0.6,1.9,0.0,2.2
3/21/2019,GL,corn,1,Grass_Legume,22.9,-44.5,12.3,23.9,15.6,1.1,8.3,0.7,0.0,2.3
3/21/2019,GL,corn,2,Grass_Legume,37.9,-9.8,12.7,22.4,15.6,1.1,8.3,0.7,0.0,2.1
3/21/2019,GL,corn,3,Grass_Legume,56.4,-25.7,13.7,30.7,15.6,1.1,8.3,0.7,0.0,2.1
3/21/2019,GL,corn,4,Grass_Legume,58.3,-71.0,13.8,22.3,15.6,1.1,8.3,0.7,0.0,2.2
3/28/2019,GL,corn,1,Grass_Legume,55.5,17.4,16.0,14.0,27.2,6.7,16.9,0.1,0.0,2.3
3/28/2019,GL,corn,2,Grass_Legume,60.3,-59.4,16.8,9.2,27.2,6.7,16.9,0.1,0.0,2.1
3/28/2019,GL,corn,3,Grass_Legume,54.0,-0.8,18.2,12.8,27.2,6.7,16.9,0.1,0.0,2.1
3/28/2019,GL,corn,4,Grass_Legume,73.2,-19.5,18.4,13.4,27.2,6.7,16.9,0.1,0.0,2.2
4/4/2019,GL,corn,1,Grass_Legume,59.9,-13.3,19.3,7.8,23.3,3.3,13.3,0.0,0.0,2.3
4/4/2019,GL,corn,2,Grass_Legume,43.1,-34.5,19.3,7.8,23.3,3.3,13.3,0.0,0.0,2.1
4/4/2019,GL,corn,3,Grass_Legume,82.9,-35.0,21.7,4.7,23.3,3.3,13.3,0.0,0.0,2.1
4/4/2019,GL,corn,4,Grass_Legume,94.4,0.7,23.7,6.5,23.3,3.3,13.3,0.0,0.0,2.2
4/15/2019,GL,corn,1,Grass_Legume,53.8,14.8,18.4,11.4,24.4,-1.7,11.4,0.2,0.0,2.3
4/15/2019,GL,corn,2,Grass_Legume,1.3,-31.1,19.1,8.3,24.4,-1.7,11.4,0.2,0.0,2.1
